t_hours,a,e,i,omega,raan,v
3.1166666666666667,7062614.438525969,0.000508816194270766,1.713722067897134,-3.0978280724841687,2.6264055791252834,2.4544614169794268
3.1333333333333333,7063713.566012897,0.0003950606340222297,1.713710883027594,-2.8605442524611098,2.626413509999532,2.2809519878257842
3.15,7064753.796611993,0.0002992601224405957,1.7137003025348447,-2.5303265127794408,2.626420038193242,2.014510844113195
3.1666666666666665,7065717.886541511,0.0002354842092232937,1.7136905009142458,-2.057423911278325,2.6264252512524853,1.6053869873804818
3.183333333333333,7066589.968447508,0.0002200888847057135,1.7136816384546985,-1.4795901154027715,2.6264292594732823,1.0913340033897918
3.2,7067355.645431497,0.0002494672720288289,1.713673860361838,-0.9729891237367145,2.626432192916596,0.6485157855137424
3.216666666666667,7068002.218170084,0.0003001699076740598,1.7136672945333098,-0.6083375326309703,2.626434199251968,0.3476488031186808
3.2333333333333334,7068519.132648568,0.00035409969503595,1.7136620470959436,-0.34086888648942437,2.6264354419841602,0.14396645460637553
3.25,7068898.120548831,0.0004025073900155361,1.7136582010608599,-0.12594019986137825,2.6264360971810454,-0.007174407085400013
3.2666666666666666,7069133.056690283,0.00044146964505231684,1.7136558178384165,0.062343059995746034,2.62643634988242,-0.13166848910727766
3.283333333333333,7069219.949700693,0.0004693303538132009,1.7136549373847239,0.2388048333088377,2.626436391357267,-0.24433991665432328
3.3,7069157.087471183,0.00048573005738452115,1.713655576761112,0.4130067432409899,2.626436416568744,-0.35475050604090397
3.316666666666667,7068945.299069312,0.0004913107785412947,1.7136577274941232,0.592228386148558,2.626436621171165,-0.47018005197303125
3.3333333333333335,7068588.251531551,0.00048772055916169354,1.713661352561209,0.7829440424734722,2.6264371976273946,-0.5971030343519297
3.35,7068092.296896662,0.00047772855039183916,1.7136663879172742,0.991434598598016,2.6264383312682726,-0.7418005354591999
3.3666666666666667,7067465.882499623,0.00046536073807012954,1.7136727484331489,1.2234695687305583,2.6264401978596053,-0.9100422584390778
3.3833333333333333,7066719.336094804,0.0004559679574554724,1.7136803300174202,1.482480125239924,2.626442961433271,-1.105259555737095
3.4,7065865.050025018,0.0004558627516375379,1.7136890076779567,1.7660702226182827,2.6264467707368984,-1.325056550702202
