t_hours,a,e,sin_i,cos_i,sin_omega,cos_omega,sin_raan,cos_raan,sin_v,cos_v
6.0,0.3234953754858907,0.5765682461580521,0.989795199089559,-0.14249724158474175,0.62417991130848,0.7812806399232852,0.4910471996780858,-0.871132967857554,-0.28797395210355403,-0.9576382421926664
6.016666666666667,0.2654438899825209,0.6520715168419479,0.9897936537169965,-0.14250797543140697,0.7033894754169846,0.7108046467719659,0.49103239057802184,-0.871141315403668,-0.24720958230265522,-0.9689620335274993
6.033333333333333,0.21118001200426306,0.7227398982879908,0.9897922086197294,-0.1425180120394548,0.7718081490125457,0.6358554718784986,0.4910163893168015,-0.8711503345704984,-0.2104494409887469,-0.9776047426171397
6.05,0.1616055874706035,0.7873700523583423,0.9897908879832096,-0.1425271836016182,0.8303943173464974,0.5571761639900298,0.490999290060556,-0.8711599721980057,-0.17672508470093462,-0.9842602523913314
6.066666666666666,0.11753740202675544,0.8448899023097708,0.9897897137495836,-0.14253533791841758,0.8797755128540203,0.4753893635562806,0.4909812044759882,-0.8711701652669861,-0.1453239613516749,-0.989384124724597
6.083333333333333,0.07968912103655157,0.8943727784866731,0.9897887051219757,-0.14254234182502606,0.9203717099155503,0.3910446465394024,0.4909622566806292,-0.8711808437489107,-0.11569611194186344,-0.9932846569244568
6.1,0.04866757554185597,0.9350351789189086,0.9897878784510123,-0.142548081963399,0.9524655198877592,0.304646407208325,0.49094258186635603,-0.87119193138504,-0.08739936035237184,-0.9961733542963274
6.116666666666666,0.02497178917695919,0.9662337011614193,0.9897872471953919,-0.14255246504136015,0.9762440989009906,0.2166736240546893,0.4909223272768611,-0.8712033451388204,-0.060066964288689906,-0.9981943497140932
6.133333333333334,0.008986917066920341,0.9874712997028419,0.9897868217482736,-0.1425554190252029,0.9918264779143083,0.12759403476690478,0.4909016526356546,-0.8712149949579513,-0.03338661540921158,-0.9994425115590778
6.15,0.0009729786862067158,0.9984121320361778,0.9897866091270039,-0.14255689528348908,0.9992826205294623,0.03787141808502471,0.49088072605350014,-0.8712267860833874,-0.007082690404285658,-0.999974917433751
6.166666666666667,0.001058434932133423,0.998889478696366,0.9897866127951608,-0.14255686981511068,0.9986453635077542,-0.052033046657536317,0.4908597171494959,-0.8712386229271042,0.019101073729174592,-0.999817557848627
6.183333333333334,0.009241863511078918,0.988902104500543,0.9897868327039712,-0.14255534295788755,0.9899155197994783,-0.1416589695717454,0.4908387947033834,-0.8712504103953868,0.04541504606192682,-0.9989682044946141
6.2,0.025391911946712753,0.9686143177752622,0.9897872652909401,-0.14255233939813897,0.9730621976790021,-0.2305427497192451,0.49081812834765265,-0.8712620529354571,0.07211396198749379,-0.997396398873821
